title,genre,artists,song_desc,youtube_url
feel U luv Me,House/Bass Trap,Knock2,"High-energy bass house track at 130 BPM in B minor, featuring euphoric vocals and dynamic chord progressions. Incorporates pitched sample from PARTYNEXTDOOR's ""TBH, "" adding fresh twist to bouncy groove. Originated from collaborative session with ISOxo, becoming standout in live performances. Critics praise its infectious melodies and festival-ready energy.",https://www.youtube.com/watch?v=Cb-SEmhiYjA
come aliv3,Trap/Future Bass,"RL Grime, Knock2, Abi Flynn","A 3:27 track in D minor at 140 BPM, featuring soaring vocals over emotional buildup, leading into festival-ready synths and a drop into thumping house beats with pounding kick drums and syncopated, distorted bass tones, culminating in explosive trap elements.; focused arrangement; clear motif development; dynamic contour with defined peaks",https://www.youtube.com/watch?v=uultELeRFyQ
"crank the bass, play the muzik",Bass House,Knock2,"High-energy 132 BPM track in G♯/A♭ minor, blending infectious vocal chops with pulsating four-on-the-floor beats and cutting-edge sound design. Features progressive chord progressions and incendiary house beats, delivering dancefloor euphoria. Part of debut album 'nolimit', showcasing versatility across genres.",https://www.youtube.com/watch?v=qS8gWL8s3PQ
shake!the!city!,House/Trap,"Knock2, Naliya","High-energy bass house track at 132 BPM in F minor, featuring pulsating sub-bass, sharp synths, and dynamic programmed drums. Vocals by deliver anthemic lines like ""Raise your hands like the sky is falling down"" and ""Dance like there's no one else around, "" enhancing the track's euphoric atmosphere. The song's structure includes an intro, verses, pre-chorus, chorus, bridge, and refrain, building to an explosive drop. Released on January 17, 2025, it has been praised for its infectious energy and",https://www.youtube.com/watch?v=mdL0BB1RqWw
ready 2,Bass House,Knock2,"High-energy trap anthem at 145 BPM in D minor, featuring punchy programmed drums, deep sub-bass, and glitchy synths. Dynamic build-ups lead to explosive drops, creating an intense, dancefloor-ready atmosphere. Released as part of the debut album ""nolimit"" in January 2025, it showcases the artist's versatility in blending bass house and trap elements.",https://www.youtube.com/watch?v=Cb-SEmhiYjA
room202,House/Bass,Knock2,"High-energy bass house track with infectious melodies, throbbing sub-bass, and punchy programmed drums; features dynamic vocal chops and glitchy synth stabs; tempo around 128 BPM; in D minor; 4/4 time signature; approximately 3 minutes 30 seconds; builds tension with escalating drops and rhythmic breakdowns; reminiscent of early 2010s electro house; received acclaim for its dancefloor impact and nostalgic flair.",https://www.youtube.com/watch?v=T_z-CRc3UBM
i promise,Trap/Electronic,ISOxo,"A 3:24 track from 2024's ""KGM irl *"" EP, blending trap, dubstep, electro-house, and wave elements. Features pulsating sub-bass, glitchy synths, and syncopated programmed drums. Dynamic build-ups lead to explosive drops, creating an intense, high-energy atmosphere. Reflects 's innovative approach to bass music, following his 2023 debut album ""kidsgonemad!""",https://www.youtube.com/watch?v=600umv6ZXS8
how2fly,Trap/Bass,ISOxo,"High-energy electronic track at 140 BPM in A# major, featuring pulsating sub-bass, glitchy synths, and syncopated programmed drums. Dynamic build-ups lead to explosive drops, creating an intense atmosphere. Listeners describe it as iconic, nostalgic, and emotionally resonant, with some noting its resemblance to Skrillex and Fred again.. Remixes by Spag Heddy and Manila Killa have been well-received, adding diverse flavors to the original.",https://www.youtube.com/watch?v=r6S2Zi5sRv8
PRESSURE,Trap/DnB,ISOxo,"High-energy trap track with rapid 140 BPM tempo, in D minor key, 4/4 time signature, approximately 3 minutes long; features deep sub-bass, crisp programmed drums, aggressive synths, and distorted vocal samples; dynamic build-ups and drops create intense atmosphere; praised for energetic production and crowd engagement during live performances.",https://www.youtube.com/watch?v=LhRjPYPhK8Y
NIGHTREALM,Trap/Electronic,ISOxo,"Dark, cinematic trap track with eerie melodies, heavy sub-bass, and glitchy percussion; tempo around 145 BPM; in D minor; 4/4 time signature; approximately 3 minutes 16 seconds; features atmospheric synths and distorted vocal samples; builds tension with haunting soundscapes leading into intense drops; showcases experimental sound design and innovative production techniques; part of 's debut EP, "", "" released via Sable Valley Records.",https://www.youtube.com/watch?v=EMN7NpDboJI
STARsound (pt2),Trap,ISOxo,"A 2:40 track in D minor at 135 BPM, featuring throbbing sub-bass, glitchy synths, and syncopated programmed drums; vocals by fussy add ethereal texture; released October 18, 2024, on ""KGM irl *"" album by San Diego-based producer; layered textures; tasteful automation; tight low‑end management; polished master",https://www.youtube.com/watch?v=D2TG7cJBiRU
dontstopme!,Trap/Electronic,ISOxo,"High-energy electronic track at 140 BPM in D major, blending trap, wave, breakbeat, and plugg elements. Features siren-like build-ups leading to intense drops, complemented by crisp snares and deep sub-bass. Noted for its mosh-worthy release and dancefloor impact. Debuted in 2021, it became a staple in DJ sets, including collaborations with Skrillex. Released as part of the 'kidsgonemad!' album in 2023.",https://www.youtube.com/watch?v=7qTHzFeVrQI
Radial,Bass/Trap,"Knock2, ISOxo","High-energy electronic track at 130 BPM in D major, featuring syncopated basslines, glitchy synths, and punchy programmed drums. Combines elements of bass house, trap, and dubstep, creating a gritty yet groovy hybrid trap style. Known for its experimental production techniques and genre-defying approach, it has been described as a ""masterclass on radical, runaway imagination.""",https://www.youtube.com/watch?v=626y3r4dLAU
KGM(irl)*,Trap/Electronic,ISOxo,"High-energy electronic track at 150 BPM in D Major, featuring aggressive basslines, glitchy synths, and rapid-fire percussion. Part of the deluxe edition of ""kidsgonemad!"" released in October 2024, which includes remixes, original demos, and live edits from the artist's recent touring. The track's tempo and key are 150 BPM and D Major, respectively.",https://www.youtube.com/watch?v=IkboEK0ff8M
Summer's Gone,Melodic Bass/EDM,"Dabin, Frosttop, Tiffany Day","A 3:37 track from 2025's ""Aura Park, "" blending melodic dubstep with trap influences. Features 's emotive vocals over a 150 BPM tempo in C major. Characterized by warm synths, punchy programmed drums, and a dynamic drop. Critics praise its genre fusion and emotional depth. Notably, 's trap elements add intensity to 's melodic style.",https://www.youtube.com/watch?v=41z_zL72A-o
In The End,Melodic Bass/EDM,"Dabin, Said The Sky, Clara Mae","A 3:24 electronic track in E Major at 140 BPM, featuring 's emotive vocals over lush synths and dynamic percussion. The song's structure builds tension with rising melodies, leading to a euphoric drop that blends glitchy effects and deep sub-bass. Themes of longing and destiny are explored, with lyrics expressing hope of eventual reunion despite distance. Listeners praise its emotional depth and production quality.",https://www.youtube.com/watch?v=zTZ_jfy95gA
Nothing At All,EDM/Alternative,"Dabin, Grabbitz","A 3:26 track in D♭ Major at 152 BPM, featuring emotive vocals, dynamic guitar riffs, and energetic programmed drums. Part of 's ""Aura Park"" album, it blends melodic dubstep with alternative rock elements, creating a cohesive and engaging listening experience. Critics highlight its emotional depth and genre fusion, noting its standout position within the album.",https://www.youtube.com/watch?v=6FtVUOpSWSc
Holding On,Melodic Bass,"Dabin, Lowell","A 145 BPM electronic track in F major, featuring ambient vocals and guitar melodies, blending dance-pop elements with emotional peaks and valleys. Released in January 2020, it has garnered over 13 million Spotify streams. Listeners praise its evocative soundscape and 's powerful vocals, noting its ability to resonate deeply and evoke strong emotions.",https://www.youtube.com/watch?v=PYk8Dzd0iv0
Alive,Melodic Bass/Pop,"Dabin, RUNN","A 6-minute, 5-second track in B Major at 154 BPM, featuring 's emotive vocals over 's production blending acoustic guitars, pianos, horns, and tribal percussion, creating a euphoric atmosphere. Celebrating life's beauty and resilience, it serves as the lead single for 's 2019 album 'Wild Youth'.; groove‑locked percussion; off‑beat hats; sustained chords; build‑to‑peak energy curve",https://www.youtube.com/watch?v=tdlN91EbQng
Worlds Away,Melodic Bass/Pop,"Dabin, Trella","A 4:10 track in B major, 149 BPM, 4/4 time, blending emotive vocals with dynamic electronic production. Features warm synths, punchy programmed drums, and a soaring lead melody. The song's structure includes a captivating drop with a key change, enhancing its emotional depth. Themes of longing and distance are conveyed through evocative lyrics and atmospheric soundscapes. The track has been remixed by artists like AEON and yetep, showcasing its versatility.",https://www.youtube.com/watch?v=vScYc3uiUHM
Hearts on Fire,EDM/Melodic Bass,"Illenium, Dabin, Lights","A melodic dubstep track blending rock and pop elements, featuring emotive vocals and guitar riffs, building to a powerful drop with swelling synths and drum crashes.; snare roll lifts; sub‑reinforced drop; stereo widened leads; formant shifts; festival‑scale build; supersaw stack; white‑noise risers; hard sidechain",https://www.youtube.com/watch?v=Sqq1KZF03-I
Drown,EDM/Future Bass,"Dabin, Mokita","Emotive electronic track blends warm acoustic guitar with soothing vocals, creating an uplifting atmosphere. Features a steady tempo, melodic basslines, and atmospheric synths. Themes of support and resilience are conveyed through lyrics that offer solace during challenging times. Released as lead single from an album titled ""Between Broken, "" it has inspired multiple remixes, including versions by Effin and Protostar.",https://www.youtube.com/watch?v=aGifFdjRBHw
Not Enough,Melodic Bass/Pop,"Dabin, Stephanie Poetri","A 3:26 track in F Major at 140 BPM, featuring ethereal vocals and emotive lyrics exploring heartbreak and self-doubt. The production blends warm guitar strums with atmospheric synths, creating a haunting ambiance. The song's structure includes verses, pre-choruses, choruses, and a bridge, building to a powerful drop that intensifies the emotional impact. Released on March 14, 2025, it has been noted for its danceable yet melancholic vibe.",https://www.youtube.com/watch?v=fRK9y68lfmw
Till I Live,EDM/Pop,Dabin,"Aggressive, introspective track with 128 BPM tempo, in C minor key, 4/4 time signature, 4:27 duration; features warm guitar, airy falsetto, programmed drums, sub-bass, lo-fi sheen; explores themes of familial disappointment, financial strain, ambition, and resilience; released under new moniker and label, marking artistic rebirth; received emotional listener responses.",https://www.youtube.com/watch?v=6zf0MuvJBVM
